Wall time,Step,Value
1767184220.3106637,2048,1220.7696533203125
1767184223.8533957,4096,565.39892578125
1767184227.2980897,6144,482.38763427734375
1767184230.907463,8192,263.5682678222656
1767184234.711766,10240,250.51174926757812
1767184238.26621,12288,200.53131103515625
1767184241.9082172,14336,180.7305450439453
1767184245.3731802,16384,136.08958435058594
1767184248.8917885,18432,153.3979949951172
1767184254.3920405,20480,113.09024810791016
1767184258.2321162,22528,151.04847717285156
1767184262.0923536,24576,150.48321533203125
1767184266.2599046,26624,141.8646240234375
1767184270.523488,28672,147.34249877929688
1767184277.6614246,30720,102.01589965820312
1767184282.4800282,32768,108.13790130615234
1767184287.5450668,34816,108.66773223876953
1767184293.0447285,36864,52.96208190917969
1767184298.723835,38912,48.7378044128418
1767184307.1152663,40960,142.2912139892578
1767184312.8799162,43008,101.57450866699219
1767184318.4232485,45056,97.11634826660156
1767184323.6967804,47104,67.48188781738281
1767184328.8214612,49152,54.41606140136719
1767184339.3641274,51200,42.03037643432617
1767184344.7722309,53248,97.42413330078125
1767184350.2866862,55296,141.62762451171875
1767184355.7355049,57344,164.2957000732422
1767184360.9476848,59392,138.92967224121094
1767184368.61099,61440,49.19424819946289
1767184373.6515794,63488,108.0841064453125
1767184378.8441463,65536,24.243144989013672
1767184384.0178857,67584,195.6338653564453
1767184389.6488638,69632,95.61450958251953
1767184400.1316707,71680,205.32093811035156
1767184405.7100835,73728,153.50234985351562
1767184411.1875026,75776,182.85354614257812
1767184416.689024,77824,263.32940673828125
1767184422.0354664,79872,161.57847595214844
1767184433.5532637,81920,117.92639923095703
1767184438.825678,83968,31.673686981201172
1767184444.0068913,86016,212.45242309570312
1767184449.1400785,88064,26.973005294799805
1767184459.8809993,90112,118.99271392822266
1767184465.2594526,92160,88.14786529541016
1767184470.6596353,94208,105.587646484375
1767184476.3623528,96256,204.70269775390625
1767184481.5771503,98304,130.46685791015625
1767184491.5135567,100352,76.7134017944336
1767184496.90196,102400,187.3267364501953
1767184502.0068042,104448,137.9630889892578
1767184507.3680775,106496,49.64010238647461
1767184512.3717225,108544,117.12178802490234
1767184520.615087,110592,179.11668395996094
1767184525.7217157,112640,122.68038940429688
1767184531.078531,114688,84.68171691894531
1767184536.1252108,116736,63.92475128173828
1767184541.1425602,118784,98.62001037597656
1767184549.5260093,120832,81.81039428710938
1767184554.8203435,122880,42.46359634399414
1767184559.9568474,124928,43.10866928100586
1767184565.4832225,126976,106.8191146850586
1767184570.8292322,129024,133.9239501953125
1767184580.826784,131072,51.20719528198242
1767184586.327049,133120,109.64494323730469
1767184591.6138206,135168,54.98160171508789
1767184596.7941196,137216,258.51605224609375
1767184601.9300745,139264,54.439109802246094
1767184613.5873697,141312,52.96104431152344
1767184619.9341674,143360,285.6948547363281
1767184625.2223313,145408,342.552490234375
1767184630.4055395,147456,132.6407928466797
1767184635.436285,149504,114.46345520019531
1767184646.262441,151552,94.59160614013672
1767184651.6249864,153600,161.43878173828125
1767184656.3942435,155648,91.4234619140625
1767184661.556847,157696,141.92723083496094
1767184667.0881343,159744,105.97631072998047
1767184675.2614107,161792,189.5364990234375
1767184680.5514565,163840,113.27852630615234
1767184685.881839,165888,55.27885437011719
1767184691.3349636,167936,88.90326690673828
1767184696.6438842,169984,31.22442054748535
1767184704.6997333,172032,192.71746826171875
1767184710.1697497,174080,89.7881088256836
1767184715.489332,176128,109.77828216552734
1767184720.60867,178176,82.83118438720703
1767184728.0600235,180224,147.03018188476562
1767184733.040635,182272,105.87006378173828
1767184737.7637112,184320,159.4668426513672
1767184742.7905972,186368,95.26029205322266
1767184747.8178985,188416,45.886619567871094
1767184756.4403102,190464,243.7252960205078
1767184761.5061445,192512,122.06092071533203
1767184766.3950503,194560,99.88035583496094
1767184771.262931,196608,46.78778839111328
1767184776.206861,198656,98.3633804321289
1767184783.5476284,200704,160.2705078125
1767184788.5220256,202752,32.723697662353516
1767184793.5033948,204800,81.19695281982422
1767184798.3228116,206848,155.48670959472656
1767184803.191586,208896,147.946533203125
1767184812.045055,210944,60.524681091308594
1767184817.0250719,212992,107.1036605834961
1767184821.775797,215040,137.6363067626953
1767184826.6771784,217088,63.59322738647461
1767184831.47939,219136,85.54141998291016
1767184838.4316087,221184,412.0314025878906
1767184843.1622827,223232,164.890380859375
1767184848.2161813,225280,9.202771186828613
1767184853.2084231,227328,139.90284729003906
1767184858.070594,229376,85.67686462402344
1767184866.8808267,231424,170.03182983398438
1767184872.005471,233472,70.00971221923828
1767184876.841929,235520,207.8387451171875
1767184881.905501,237568,118.0831298828125
1767184886.9010894,239616,69.55422973632812
1767184895.7377484,241664,207.01617431640625
1767184900.7896879,243712,55.324668884277344
1767184905.632015,245760,201.23080444335938
1767184910.6430798,247808,68.46795654296875
1767184915.5005007,249856,151.3411102294922
1767184924.1624973,251904,40.31692123413086
1767184929.1214464,253952,44.847076416015625
1767184934.060595,256000,143.89280700683594
1767184939.0600858,258048,65.37400817871094
1767184945.8013175,260096,27.940513610839844
1767184950.7666934,262144,70.69992065429688
1767184955.5751472,264192,277.4707946777344
1767184960.4260561,266240,268.29974365234375
1767184965.2526085,268288,107.26869201660156
1767184972.2341027,270336,77.390625
1767184976.7490513,272384,301.3189392089844
1767184981.5452344,274432,69.98920440673828
1767184986.2299464,276480,230.79525756835938
1767184991.2094767,278528,54.02412414550781
1767184999.236967,280576,177.54042053222656
1767185004.1934104,282624,72.640869140625
1767185008.777622,284672,272.3185729980469
1767185013.4238822,286720,330.8978576660156
1767185018.2442918,288768,49.0628776550293
1767185026.516165,290816,118.47159576416016
1767185031.2030842,292864,84.6816177368164
1767185036.1080997,294912,19.62726402282715
1767185040.9960005,296960,122.41558074951172
1767185045.8384526,299008,140.079833984375
1767185055.5116568,301056,114.67147064208984
1767185060.4192069,303104,66.64480590820312
1767185065.3621337,305152,32.976192474365234
1767185069.9257932,307200,139.0767059326172
1767185074.7120004,309248,95.71168518066406
1767185083.5549607,311296,131.93475341796875
1767185088.4435916,313344,181.5077362060547
1767185093.4115205,315392,230.40591430664062
1767185098.2462144,317440,231.13490295410156
1767185103.372414,319488,43.23735427856445
1767185111.4445882,321536,25.121877670288086
1767185116.4285285,323584,46.85634994506836
1767185121.877784,325632,58.596656799316406
1767185126.9045641,327680,157.0712432861328
1767185132.845167,329728,206.7910614013672
1767185142.723251,331776,113.35902404785156
1767185148.8290725,333824,145.45269775390625
1767185154.7774935,335872,117.6616439819336
1767185160.7312405,337920,105.10658264160156
1767185166.30381,339968,250.52597045898438
1767185175.1491644,342016,47.56391525268555
1767185180.7738678,344064,201.1317138671875
1767185186.113416,346112,35.79844665527344
1767185191.7610312,348160,37.882442474365234
1767185201.0525281,350208,100.87416076660156
1767185206.3881218,352256,72.19831848144531
1767185211.6531055,354304,229.79132080078125
1767185216.8034174,356352,135.4893798828125
1767185222.17092,358400,98.67750549316406
1767185231.6816845,360448,212.69854736328125
1767185236.9271636,362496,169.2002716064453
1767185242.6783817,364544,64.82726287841797
1767185247.82401,366592,142.7674560546875
1767185253.0335295,368640,256.1618957519531
1767185260.880028,370688,185.43739318847656
1767185266.1127799,372736,18.996971130371094
1767185271.320146,374784,50.763362884521484
1767185276.375138,376832,71.5903091430664
1767185281.4748833,378880,73.75538635253906
1767185289.0073285,380928,30.316158294677734
1767185293.986991,382976,77.3758773803711
1767185299.4274342,385024,97.22975158691406
1767185305.207707,387072,75.67353820800781
1767185310.9810646,389120,94.37089538574219
1767185318.76109,391168,136.27752685546875
1767185324.675413,393216,189.54103088378906
1767185330.7251928,395264,180.93484497070312
1767185336.1553075,397312,163.51248168945312
1767185341.5569232,399360,39.35737228393555
